soundName|personName|TRN/TST|soundPath|wrdPath|phnPath|txtPath|gender|region|age|recordDate|birthDate|height|race|education|prompt|start|end
sx321|MDM0|TRN|TIMIT/TRAIN/DR3/MDTB0/SX321.wav|TIMIT/TRAIN/DR3/MDTB0/SX321.wrd|TIMIT/TRAIN/DR3/MDTB0/SX321.phn|TIMIT/TRAIN/DR3/MDTB0/SX321.txt|M|South Midland|27|02/18/86|12/08/58|190.5|WHT|HS |The groundhog clearly saw his shadow, but stayed out only a|0|54272
sx51|MDM0|TRN|TIMIT/TRAIN/DR8/MKRG0/SX51.wav|TIMIT/TRAIN/DR8/MKRG0/SX51.wrd|TIMIT/TRAIN/DR8/MKRG0/SX51.phn|TIMIT/TRAIN/DR8/MKRG0/SX51.txt|M|South Midland|27|02/18/86|12/08/58|190.5|WHT|HS |Ambidextrous pickpockets accomplish|0|37991
si681|MDM0|TRN|TIMIT/TRAIN/DR4/MMDM0/SI681.wav|TIMIT/TRAIN/DR4/MMDM0/SI681.wrd|TIMIT/TRAIN/DR4/MMDM0/SI681.phn|TIMIT/TRAIN/DR4/MMDM0/SI681.txt|M|South Midland|27|02/18/86|12/08/58|190.5|WHT|HS |Would such an act of refusal be|0|39936
si1311|MDM0|TRN|TIMIT/TRAIN/DR4/MMDM0/SI1311.wav|TIMIT/TRAIN/DR4/MMDM0/SI1311.wrd|TIMIT/TRAIN/DR4/MMDM0/SI1311.phn|TIMIT/TRAIN/DR4/MMDM0/SI1311.txt|M|South Midland|27|02/18/86|12/08/58|190.5|WHT|HS |Soil redeposition is evaluated by washing clean swatches with the dirty|0|86631
si1941|MDM0|TRN|TIMIT/TRAIN/DR4/MMDM0/SI1941.wav|TIMIT/TRAIN/DR4/MMDM0/SI1941.wrd|TIMIT/TRAIN/DR4/MMDM0/SI1941.phn|TIMIT/TRAIN/DR4/MMDM0/SI1941.txt|M|South Midland|27|02/18/86|12/08/58|190.5|WHT|HS |We'll talk over at your|0|29799
sa1|MDM1|TRN|TIMIT/TRAIN/DR6/MABC0/SA1.wav|TIMIT/TRAIN/DR6/MABC0/SA1.wrd|TIMIT/TRAIN/DR6/MABC0/SA1.phn|TIMIT/TRAIN/DR6/MABC0/SA1.txt|M|Southern|28|03/03/86|09/13/57|182.88|WHT|HS |She had your dark suit in greasy wash water all|0|43418
sa2|MDM1|TRN|TIMIT/TRAIN/DR6/MABC0/SA2.wav|TIMIT/TRAIN/DR6/MABC0/SA2.wrd|TIMIT/TRAIN/DR6/MABC0/SA2.phn|TIMIT/TRAIN/DR6/MABC0/SA2.txt|M|Southern|28|03/03/86|09/13/57|182.88|WHT|HS |Don't ask me to carry an oily rag like|0|35840
sx333|MDM1|TRN|TIMIT/TRAIN/DR4/FCAG0/SX333.wav|TIMIT/TRAIN/DR4/FCAG0/SX333.wrd|TIMIT/TRAIN/DR4/FCAG0/SX333.phn|TIMIT/TRAIN/DR4/FCAG0/SX333.txt|M|Southern|28|03/03/86|09/13/57|182.88|WHT|HS |An adult male baboon's teeth are not suitable for eating|0|62260
sx63|MDM1|TRN|TIMIT/TRAIN/DR4/FCAG0/SX63.wav|TIMIT/TRAIN/DR4/FCAG0/SX63.wrd|TIMIT/TRAIN/DR4/FCAG0/SX63.phn|TIMIT/TRAIN/DR4/FCAG0/SX63.txt|M|Southern|28|03/03/86|09/13/57|182.88|WHT|HS |Continental drift is a geological|0|41472
sx243|MDM1|TRN|TIMIT/TRAIN/DR4/FCAG0/SX243.wav|TIMIT/TRAIN/DR4/FCAG0/SX243.wrd|TIMIT/TRAIN/DR4/FCAG0/SX243.phn|TIMIT/TRAIN/DR4/FCAG0/SX243.txt|M|Southern|28|03/03/86|09/13/57|182.88|WHT|HS |They all agree that the essay is barely|0|44852
sx423|MDM1|TRN|TIMIT/TRAIN/DR4/FCAG0/SX423.wav|TIMIT/TRAIN/DR4/FCAG0/SX423.wrd|TIMIT/TRAIN/DR4/FCAG0/SX423.phn|TIMIT/TRAIN/DR4/FCAG0/SX423.txt|M|Southern|28|03/03/86|09/13/57|182.88|WHT|HS |Smash lightbulbs and their cash value will diminish to|0|55501
sx153|MDM1|TRN|TIMIT/TRAIN/DR4/FCAG0/SX153.wav|TIMIT/TRAIN/DR4/FCAG0/SX153.wrd|TIMIT/TRAIN/DR4/FCAG0/SX153.phn|TIMIT/TRAIN/DR4/FCAG0/SX153.txt|M|Southern|28|03/03/86|09/13/57|182.88|WHT|HS |Scholastic aptitude is judged by standardized|0|51917
si783|MDM1|TRN|TIMIT/TRAIN/DR5/MMDM1/SI783.wav|TIMIT/TRAIN/DR5/MMDM1/SI783.wrd|TIMIT/TRAIN/DR5/MMDM1/SI783.phn|TIMIT/TRAIN/DR5/MMDM1/SI783.txt|M|Southern|28|03/03/86|09/13/57|182.88|WHT|HS |You can build this vacation cottage|0|41984
si1650|MDM1|TRN|TIMIT/TRAIN/DR5/MMDM1/SI1650.wav|TIMIT/TRAIN/DR5/MMDM1/SI1650.wrd|TIMIT/TRAIN/DR5/MMDM1/SI1650.phn|TIMIT/TRAIN/DR5/MMDM1/SI1650.txt|M|Southern|28|03/03/86|09/13/57|182.88|WHT|HS |You see, she's on a|0|29287
si2043|MDM1|TRN|TIMIT/TRAIN/DR5/MMDM1/SI2043.wav|TIMIT/TRAIN/DR5/MMDM1/SI2043.wrd|TIMIT/TRAIN/DR5/MMDM1/SI2043.phn|TIMIT/TRAIN/DR5/MMDM1/SI2043.txt|M|Southern|28|03/03/86|09/13/57|182.88|WHT|HS |Are you a thrower of flame,|0|35021
sa1|MDS0|TRN|TIMIT/TRAIN/DR6/MABC0/SA1.wav|TIMIT/TRAIN/DR6/MABC0/SA1.wrd|TIMIT/TRAIN/DR6/MABC0/SA1.phn|TIMIT/TRAIN/DR6/MABC0/SA1.txt|M|Northern|20|02/21/86|07/05/65|182.88|WHT|HS |She had your dark suit in greasy wash water all|0|43418
sa2|MDS0|TRN|TIMIT/TRAIN/DR6/MABC0/SA2.wav|TIMIT/TRAIN/DR6/MABC0/SA2.wrd|TIMIT/TRAIN/DR6/MABC0/SA2.phn|TIMIT/TRAIN/DR6/MABC0/SA2.txt|M|Northern|20|02/21/86|07/05/65|182.88|WHT|HS |Don't ask me to carry an oily rag like|0|35840
sx263|MDS0|TRN|TIMIT/TRAIN/DR5/MHIT0/SX263.wav|TIMIT/TRAIN/DR5/MHIT0/SX263.wrd|TIMIT/TRAIN/DR5/MHIT0/SX263.phn|TIMIT/TRAIN/DR5/MHIT0/SX263.txt|M|Northern|20|02/21/86|07/05/65|182.88|WHT|HS |How oily do you like your salad|0|37581
sx443|MDS0|TRN|TIMIT/TRAIN/DR5/MHIT0/SX443.wav|TIMIT/TRAIN/DR5/MHIT0/SX443.wrd|TIMIT/TRAIN/DR5/MHIT0/SX443.phn|TIMIT/TRAIN/DR5/MHIT0/SX443.txt|M|Northern|20|02/21/86|07/05/65|182.88|WHT|HS |A lone star shone in the early evening|0|44647
sx173|MDS0|TRN|TIMIT/TRAIN/DR5/MHIT0/SX173.wav|TIMIT/TRAIN/DR5/MHIT0/SX173.wrd|TIMIT/TRAIN/DR5/MHIT0/SX173.phn|TIMIT/TRAIN/DR5/MHIT0/SX173.txt|M|Northern|20|02/21/86|07/05/65|182.88|WHT|HS |Whoever cooperates in finding Nan's cameo will be|0|57652
sx353|MDS0|TRN|TIMIT/TRAIN/DR5/MHIT0/SX353.wav|TIMIT/TRAIN/DR5/MHIT0/SX353.wrd|TIMIT/TRAIN/DR5/MHIT0/SX353.phn|TIMIT/TRAIN/DR5/MHIT0/SX353.txt|M|Northern|20|02/21/86|07/05/65|182.88|WHT|HS |A connoisseur will enjoy this shellfish|0|49664
sx83|MDS0|TRN|TIMIT/TRAIN/DR5/MHIT0/SX83.wav|TIMIT/TRAIN/DR5/MHIT0/SX83.wrd|TIMIT/TRAIN/DR5/MHIT0/SX83.phn|TIMIT/TRAIN/DR5/MHIT0/SX83.txt|M|Northern|20|02/21/86|07/05/65|182.88|WHT|HS |My instructions desperately need|0|42496
si713|MDS0|TRN|TIMIT/TRAIN/DR2/MMDS0/SI713.wav|TIMIT/TRAIN/DR2/MMDS0/SI713.wrd|TIMIT/TRAIN/DR2/MMDS0/SI713.phn|TIMIT/TRAIN/DR2/MMDS0/SI713.txt|M|Northern|20|02/21/86|07/05/65|182.88|WHT|HS |What targets have we successfully knocked|0|31540
si1343|MDS0|TRN|TIMIT/TRAIN/DR2/MMDS0/SI1343.wav|TIMIT/TRAIN/DR2/MMDS0/SI1343.wrd|TIMIT/TRAIN/DR2/MMDS0/SI1343.phn|TIMIT/TRAIN/DR2/MMDS0/SI1343.txt|M|Northern|20|02/21/86|07/05/65|182.88|WHT|HS |We now generalize these ideas for general binomial|0|60519
si1973|MDS0|TRN|TIMIT/TRAIN/DR2/MMDS0/SI1973.wav|TIMIT/TRAIN/DR2/MMDS0/SI1973.wrd|TIMIT/TRAIN/DR2/MMDS0/SI1973.phn|TIMIT/TRAIN/DR2/MMDS0/SI1973.txt|M|Northern|20|02/21/86|07/05/65|182.88|WHT|HS |The enemy did not|0|21914
sa1|MEA0|TRN|TIMIT/TRAIN/DR6/MABC0/SA1.wav|TIMIT/TRAIN/DR6/MABC0/SA1.wrd|TIMIT/TRAIN/DR6/MABC0/SA1.phn|TIMIT/TRAIN/DR6/MABC0/SA1.txt|M|Army Brat (moved around)|23|02/26/86|08/05/62|172.72|WHT|MS |She had your dark suit in greasy wash water all|0|43418
sa2|MEA0|TRN|TIMIT/TRAIN/DR6/MABC0/SA2.wav|TIMIT/TRAIN/DR6/MABC0/SA2.wrd|TIMIT/TRAIN/DR6/MABC0/SA2.phn|TIMIT/TRAIN/DR6/MABC0/SA2.txt|M|Army Brat (moved around)|23|02/26/86|08/05/62|172.72|WHT|MS |Don't ask me to carry an oily rag like|0|35840
sx308|MEA0|TRN|TIMIT/TRAIN/DR2/MJMD0/SX308.wav|TIMIT/TRAIN/DR2/MJMD0/SX308.wrd|TIMIT/TRAIN/DR2/MJMD0/SX308.phn|TIMIT/TRAIN/DR2/MJMD0/SX308.txt|M|Army Brat (moved around)|23|02/26/86|08/05/62|172.72|WHT|MS |Shipbuilding is a most fascinating|0|40448
sx38|MEA0|TRN|TIMIT/TEST/DR8/MAJC0/SX385.wav|TIMIT/TEST/DR8/MAJC0/SX385.wrd|TIMIT/TEST/DR8/MAJC0/SX385.phn|TIMIT/TEST/DR8/MAJC0/SX385.txt|M|Army Brat (moved around)|23|02/26/86|08/05/62|172.72|WHT|MS |His shoulder felt as if it were|0|36045
sx218|MEA0|TRN|TIMIT/TRAIN/DR2/MJMD0/SX218.wav|TIMIT/TRAIN/DR2/MJMD0/SX218.wrd|TIMIT/TRAIN/DR2/MJMD0/SX218.phn|TIMIT/TRAIN/DR2/MJMD0/SX218.txt|M|Army Brat (moved around)|23|02/26/86|08/05/62|172.72|WHT|MS |Try to recall the events in chronological|0|40858
sx398|MEA0|TRN|TIMIT/TRAIN/DR2/MJMD0/SX398.wav|TIMIT/TRAIN/DR2/MJMD0/SX398.wrd|TIMIT/TRAIN/DR2/MJMD0/SX398.phn|TIMIT/TRAIN/DR2/MJMD0/SX398.txt|M|Army Brat (moved around)|23|02/26/86|08/05/62|172.72|WHT|MS |Children can consume many fruit candies in one|0|47207
sx128|MEA0|TRN|TIMIT/TRAIN/DR2/MJMD0/SX128.wav|TIMIT/TRAIN/DR2/MJMD0/SX128.wrd|TIMIT/TRAIN/DR2/MJMD0/SX128.phn|TIMIT/TRAIN/DR2/MJMD0/SX128.txt|M|Army Brat (moved around)|23|02/26/86|08/05/62|172.72|WHT|MS |Lots of foreign movies have|0|37172
si758|MEA0|TRN|TIMIT/TRAIN/DR8/MMEA0/SI758.wav|TIMIT/TRAIN/DR8/MMEA0/SI758.wrd|TIMIT/TRAIN/DR8/MMEA0/SI758.phn|TIMIT/TRAIN/DR8/MMEA0/SI758.txt|M|Army Brat (moved around)|23|02/26/86|08/05/62|172.72|WHT|MS |When mold has more than one design cavity, make individual paper|0|61236
si1388|MEA0|TRN|TIMIT/TRAIN/DR8/MMEA0/SI1388.wav|TIMIT/TRAIN/DR8/MMEA0/SI1388.wrd|TIMIT/TRAIN/DR8/MMEA0/SI1388.phn|TIMIT/TRAIN/DR8/MMEA0/SI1388.txt|M|Army Brat (moved around)|23|02/26/86|08/05/62|172.72|WHT|MS |Such legislation was clarified and extended from time to time|0|57242
si2018|MEA0|TRN|TIMIT/TRAIN/DR8/MMEA0/SI2018.wav|TIMIT/TRAIN/DR8/MMEA0/SI2018.wrd|TIMIT/TRAIN/DR8/MMEA0/SI2018.phn|TIMIT/TRAIN/DR8/MMEA0/SI2018.txt|M|Army Brat (moved around)|23|02/26/86|08/05/62|172.72|WHT|MS |They were|0|16180
sa1|MEB0|TRN|TIMIT/TRAIN/DR6/MABC0/SA1.wav|TIMIT/TRAIN/DR6/MABC0/SA1.wrd|TIMIT/TRAIN/DR6/MABC0/SA1.phn|TIMIT/TRAIN/DR6/MABC0/SA1.txt|M|North Midland|44|02/25/86|02/25/42|182.88|???|BS |She had your dark suit in greasy wash water all|0|43418
sa2|MEB0|TRN|TIMIT/TRAIN/DR6/MABC0/SA2.wav|TIMIT/TRAIN/DR6/MABC0/SA2.wrd|TIMIT/TRAIN/DR6/MABC0/SA2.phn|TIMIT/TRAIN/DR6/MABC0/SA2.txt|M|North Midland|44|02/25/86|02/25/42|182.88|???|BS |Don't ask me to carry an oily rag like|0|35840
sx327|MEB0|TRN|TIMIT/TRAIN/DR8/MBCG0/SX327.wav|TIMIT/TRAIN/DR8/MBCG0/SX327.wrd|TIMIT/TRAIN/DR8/MBCG0/SX327.phn|TIMIT/TRAIN/DR8/MBCG0/SX327.txt|M|North Midland|44|02/25/86|02/25/42|182.88|???|BS |Al received a joint appointment in the biology and the engineering|0|69940
sx7|MEB0|TRN|TIMIT/TRAIN/DR6/FAPB0/SX73.wav|TIMIT/TRAIN/DR6/FAPB0/SX73.wrd|TIMIT/TRAIN/DR6/FAPB0/SX73.phn|TIMIT/TRAIN/DR6/FAPB0/SX73.txt|M|North Midland|44|02/25/86|02/25/42|182.88|???|BS |Cliff's display was misplaced on the|0|56423
sx187|MEB0|TRN|TIMIT/TRAIN/DR6/MCAE0/SX187.wav|TIMIT/TRAIN/DR6/MCAE0/SX187.wrd|TIMIT/TRAIN/DR6/MCAE0/SX187.phn|TIMIT/TRAIN/DR6/MCAE0/SX187.txt|M|North Midland|44|02/25/86|02/25/42|182.88|???|BS |They often go out in the|0|36455
sx367|MEB0|TRN|TIMIT/TRAIN/DR6/MCAE0/SX367.wav|TIMIT/TRAIN/DR6/MCAE0/SX367.wrd|TIMIT/TRAIN/DR6/MCAE0/SX367.phn|TIMIT/TRAIN/DR6/MCAE0/SX367.txt|M|North Midland|44|02/25/86|02/25/42|182.88|???|BS |The surplus shoes were sold at a discount|0|59700
sx97|MEB0|TRN|TIMIT/TRAIN/DR6/MCAE0/SX97.wav|TIMIT/TRAIN/DR6/MCAE0/SX97.wrd|TIMIT/TRAIN/DR6/MCAE0/SX97.phn|TIMIT/TRAIN/DR6/MCAE0/SX97.txt|M|North Midland|44|02/25/86|02/25/42|182.88|???|BS |Penguins live near the icy|0|46695
si727|MEB0|TRN|TIMIT/TRAIN/DR3/MMEB0/SI727.wav|TIMIT/TRAIN/DR3/MMEB0/SI727.wrd|TIMIT/TRAIN/DR3/MMEB0/SI727.phn|TIMIT/TRAIN/DR3/MMEB0/SI727.txt|M|North Midland|44|02/25/86|02/25/42|182.88|???|BS |Then simmer fifteen minutes|0|34407
si1357|MEB0|TRN|TIMIT/TRAIN/DR3/MMEB0/SI1357.wav|TIMIT/TRAIN/DR3/MMEB0/SI1357.wrd|TIMIT/TRAIN/DR3/MMEB0/SI1357.phn|TIMIT/TRAIN/DR3/MMEB0/SI1357.txt|M|North Midland|44|02/25/86|02/25/42|182.88|???|BS |The population can thereby replenish itself and actually grow|0|62260
si1987|MEB0|TRN|TIMIT/TRAIN/DR3/MMEB0/SI1987.wav|TIMIT/TRAIN/DR3/MMEB0/SI1987.wrd|TIMIT/TRAIN/DR3/MMEB0/SI1987.phn|TIMIT/TRAIN/DR3/MMEB0/SI1987.txt|M|North Midland|44|02/25/86|02/25/42|182.88|???|BS |Anyway, it was evident what he had in|0|33792
sa1|MEM0|TRN|TIMIT/TRAIN/DR6/MABC0/SA1.wav|TIMIT/TRAIN/DR6/MABC0/SA1.wrd|TIMIT/TRAIN/DR6/MABC0/SA1.phn|TIMIT/TRAIN/DR6/MABC0/SA1.txt|F|New England|57|02/25/86|06/17/28|170.18|WHT|HS |She had your dark suit in greasy wash water all|0|43418
sa2|MEM0|TRN|TIMIT/TRAIN/DR6/MABC0/SA2.wav|TIMIT/TRAIN/DR6/MABC0/SA2.wrd|TIMIT/TRAIN/DR6/MABC0/SA2.phn|TIMIT/TRAIN/DR6/MABC0/SA2.txt|F|New England|57|02/25/86|06/17/28|170.18|WHT|HS |Don't ask me to carry an oily rag like|0|35840
sx297|MEM0|TRN|TIMIT/TRAIN/DR5/FDMY0/SX297.wav|TIMIT/TRAIN/DR5/FDMY0/SX297.wrd|TIMIT/TRAIN/DR5/FDMY0/SX297.phn|TIMIT/TRAIN/DR5/FDMY0/SX297.txt|F|New England|57|02/25/86|06/17/28|170.18|WHT|HS |Rock-and-roll music has a great|0|48128
sx333|MEM0|TRN|TIMIT/TRAIN/DR4/FCAG0/SX333.wav|TIMIT/TRAIN/DR4/FCAG0/SX333.wrd|TIMIT/TRAIN/DR4/FCAG0/SX333.phn|TIMIT/TRAIN/DR4/FCAG0/SX333.txt|F|New England|57|02/25/86|06/17/28|170.18|WHT|HS |An adult male baboon's teeth are not suitable for eating|0|62260
sx207|MEM0|TRN|TIMIT/TRAIN/DR5/FDMY0/SX207.wav|TIMIT/TRAIN/DR5/FDMY0/SX207.wrd|TIMIT/TRAIN/DR5/FDMY0/SX207.phn|TIMIT/TRAIN/DR5/FDMY0/SX207.txt|F|New England|57|02/25/86|06/17/28|170.18|WHT|HS |Do you hear the sleigh bells|0|45876
sx387|MEM0|TRN|TIMIT/TRAIN/DR5/FDMY0/SX387.wav|TIMIT/TRAIN/DR5/FDMY0/SX387.wrd|TIMIT/TRAIN/DR5/FDMY0/SX387.phn|TIMIT/TRAIN/DR5/FDMY0/SX387.txt|F|New England|57|02/25/86|06/17/28|170.18|WHT|HS |The giant redwoods shimmered in the glistening|0|67994
sx117|MEM0|TRN|TIMIT/TRAIN/DR5/FDMY0/SX117.wav|TIMIT/TRAIN/DR5/FDMY0/SX117.wrd|TIMIT/TRAIN/DR5/FDMY0/SX117.phn|TIMIT/TRAIN/DR5/FDMY0/SX117.txt|F|New England|57|02/25/86|06/17/28|170.18|WHT|HS |The mango and the papaya are in a|0|58266
si747|MEM0|TRN|TIMIT/TRAIN/DR1/FMEM0/SI747.wav|TIMIT/TRAIN/DR1/FMEM0/SI747.wrd|TIMIT/TRAIN/DR1/FMEM0/SI747.phn|TIMIT/TRAIN/DR1/FMEM0/SI747.txt|F|New England|57|02/25/86|06/17/28|170.18|WHT|HS |Add remaining ingredients and bring to a|0|48436
si1377|MEM0|TRN|TIMIT/TRAIN/DR1/FMEM0/SI1377.wav|TIMIT/TRAIN/DR1/FMEM0/SI1377.wrd|TIMIT/TRAIN/DR1/FMEM0/SI1377.phn|TIMIT/TRAIN/DR1/FMEM0/SI1377.txt|F|New England|57|02/25/86|06/17/28|170.18|WHT|HS |As these maladies overlap, so must the|0|61850
si2007|MEM0|TRN|TIMIT/TRAIN/DR1/FMEM0/SI2007.wav|TIMIT/TRAIN/DR1/FMEM0/SI2007.wrd|TIMIT/TRAIN/DR1/FMEM0/SI2007.phn|TIMIT/TRAIN/DR1/FMEM0/SI2007.txt|F|New England|57|02/25/86|06/17/28|170.18|WHT|HS |To his puzzlement, there suddenly was no|0|56730
sa1|MGC0|TRN|TIMIT/TRAIN/DR6/MABC0/SA1.wav|TIMIT/TRAIN/DR6/MABC0/SA1.wrd|TIMIT/TRAIN/DR6/MABC0/SA1.phn|TIMIT/TRAIN/DR6/MABC0/SA1.txt|M|South Midland|32|02/17/86|02/26/53|187.96|WHT|BS |She had your dark suit in greasy wash water all|0|43418
sa2|MGC0|TRN|TIMIT/TRAIN/DR6/MABC0/SA2.wav|TIMIT/TRAIN/DR6/MABC0/SA2.wrd|TIMIT/TRAIN/DR6/MABC0/SA2.phn|TIMIT/TRAIN/DR6/MABC0/SA2.txt|M|South Midland|32|02/17/86|02/26/53|187.96|WHT|BS |Don't ask me to carry an oily rag like|0|35840
sx225|MGC0|TRN|TIMIT/TRAIN/DR3/MDLC0/SX225.wav|TIMIT/TRAIN/DR3/MDLC0/SX225.wrd|TIMIT/TRAIN/DR3/MDLC0/SX225.phn|TIMIT/TRAIN/DR3/MDLC0/SX225.txt|M|South Midland|32|02/17/86|02/26/53|187.96|WHT|BS |Keep the thermometer under your|0|37684
sx405|MGC0|TRN|TIMIT/TRAIN/DR3/MDLC0/SX405.wav|TIMIT/TRAIN/DR3/MDLC0/SX405.wrd|TIMIT/TRAIN/DR3/MDLC0/SX405.phn|TIMIT/TRAIN/DR3/MDLC0/SX405.txt|M|South Midland|32|02/17/86|02/26/53|187.96|WHT|BS |Of course you can have another tunafish|0|45568
sx135|MGC0|TRN|TIMIT/TRAIN/DR3/MDLC0/SX135.wav|TIMIT/TRAIN/DR3/MDLC0/SX135.wrd|TIMIT/TRAIN/DR3/MDLC0/SX135.phn|TIMIT/TRAIN/DR3/MDLC0/SX135.txt|M|South Midland|32|02/17/86|02/26/53|187.96|WHT|BS |Technical writers can abbreviate in|0|51712
sx315|MGC0|TRN|TIMIT/TRAIN/DR3/MDLC0/SX315.wav|TIMIT/TRAIN/DR3/MDLC0/SX315.wrd|TIMIT/TRAIN/DR3/MDLC0/SX315.phn|TIMIT/TRAIN/DR3/MDLC0/SX315.txt|M|South Midland|32|02/17/86|02/26/53|187.96|WHT|BS |Bob found more clams at the ocean's|0|46080
sx45|MGC0|TRN|TIMIT/TRAIN/DR4/MAEB0/SX450.wav|TIMIT/TRAIN/DR4/MAEB0/SX450.wrd|TIMIT/TRAIN/DR4/MAEB0/SX450.phn|TIMIT/TRAIN/DR4/MAEB0/SX450.txt|M|South Midland|32|02/17/86|02/26/53|187.96|WHT|BS |Roy ignored the spurious data points in drawing the|0|49664
si2184|MGC0|TRN|TIMIT/TRAIN/DR4/MMGC0/SI2184.wav|TIMIT/TRAIN/DR4/MMGC0/SI2184.wrd|TIMIT/TRAIN/DR4/MMGC0/SI2184.phn|TIMIT/TRAIN/DR4/MMGC0/SI2184.txt|M|South Midland|32|02/17/86|02/26/53|187.96|WHT|BS |Either that or a|0|29696
si1305|MGC0|TRN|TIMIT/TRAIN/DR4/MMGC0/SI1305.wav|TIMIT/TRAIN/DR4/MMGC0/SI1305.wrd|TIMIT/TRAIN/DR4/MMGC0/SI1305.phn|TIMIT/TRAIN/DR4/MMGC0/SI1305.txt|M|South Midland|32|02/17/86|02/26/53|187.96|WHT|BS |If they are not ellipsoids, the conclusions will be a reasonable|0|67789
si1935|MGC0|TRN|TIMIT/TRAIN/DR4/MMGC0/SI1935.wav|TIMIT/TRAIN/DR4/MMGC0/SI1935.wrd|TIMIT/TRAIN/DR4/MMGC0/SI1935.phn|TIMIT/TRAIN/DR4/MMGC0/SI1935.txt|M|South Midland|32|02/17/86|02/26/53|187.96|WHT|BS |In my place, you'd follow such advice as you give|0|53351
sa1|MGG0|TRN|TIMIT/TRAIN/DR6/MABC0/SA1.wav|TIMIT/TRAIN/DR6/MABC0/SA1.wrd|TIMIT/TRAIN/DR6/MABC0/SA1.phn|TIMIT/TRAIN/DR6/MABC0/SA1.txt|M|New England|25|05/08/86|06/30/60|187.96|WHT|MS |She had your dark suit in greasy wash water all|0|43418
sa2|MGG0|TRN|TIMIT/TRAIN/DR6/MABC0/SA2.wav|TIMIT/TRAIN/DR6/MABC0/SA2.wrd|TIMIT/TRAIN/DR6/MABC0/SA2.phn|TIMIT/TRAIN/DR6/MABC0/SA2.txt|M|New England|25|05/08/86|06/30/60|187.96|WHT|MS |Don't ask me to carry an oily rag like|0|35840
sx179|MGG0|TRN|TIMIT/TRAIN/DR7/MBML0/SX179.wav|TIMIT/TRAIN/DR7/MBML0/SX179.wrd|TIMIT/TRAIN/DR7/MBML0/SX179.phn|TIMIT/TRAIN/DR7/MBML0/SX179.txt|M|New England|25|05/08/86|06/30/60|187.96|WHT|MS |We could barely see the fjords through the snow|0|45057
sx359|MGG0|TRN|TIMIT/TRAIN/DR7/MBML0/SX359.wav|TIMIT/TRAIN/DR7/MBML0/SX359.wrd|TIMIT/TRAIN/DR7/MBML0/SX359.phn|TIMIT/TRAIN/DR7/MBML0/SX359.txt|M|New England|25|05/08/86|06/30/60|187.96|WHT|MS |The system may break down soon, so save your files|0|56116
sx89|MGG0|TRN|TIMIT/TRAIN/DR7/MBML0/SX89.wav|TIMIT/TRAIN/DR7/MBML0/SX89.wrd|TIMIT/TRAIN/DR7/MBML0/SX89.phn|TIMIT/TRAIN/DR7/MBML0/SX89.txt|M|New England|25|05/08/86|06/30/60|187.96|WHT|MS |It's hard to tell an original from a|0|41473
sx269|MGG0|TRN|TIMIT/TRAIN/DR7/MBML0/SX269.wav|TIMIT/TRAIN/DR7/MBML0/SX269.wrd|TIMIT/TRAIN/DR7/MBML0/SX269.phn|TIMIT/TRAIN/DR7/MBML0/SX269.txt|M|New England|25|05/08/86|06/30/60|187.96|WHT|MS |Do atypical farmers grow|0|37787
sx449|MGG0|TRN|TIMIT/TRAIN/DR7/MBML0/SX449.wav|TIMIT/TRAIN/DR7/MBML0/SX449.wrd|TIMIT/TRAIN/DR7/MBML0/SX449.phn|TIMIT/TRAIN/DR7/MBML0/SX449.txt|M|New England|25|05/08/86|06/30/60|187.96|WHT|MS |Ralph prepared red snapper with fresh lemon sauce for|0|50280
si1079|MGG0|TRN|TIMIT/TRAIN/DR1/MMGG0/SI1079.wav|TIMIT/TRAIN/DR1/MMGG0/SI1079.wrd|TIMIT/TRAIN/DR1/MMGG0/SI1079.phn|TIMIT/TRAIN/DR1/MMGG0/SI1079.txt|M|New England|25|05/08/86|06/30/60|187.96|WHT|MS |Boys and men go along the riverbank or to the alcoves in the top|0|74138
si1709|MGG0|TRN|TIMIT/TRAIN/DR1/MMGG0/SI1709.wav|TIMIT/TRAIN/DR1/MMGG0/SI1709.wrd|TIMIT/TRAIN/DR1/MMGG0/SI1709.phn|TIMIT/TRAIN/DR1/MMGG0/SI1709.txt|M|New England|25|05/08/86|06/30/60|187.96|WHT|MS |Those lovely whorls, he|0|33178
si2339|MGG0|TRN|TIMIT/TRAIN/DR1/MMGG0/SI2339.wav|TIMIT/TRAIN/DR1/MMGG0/SI2339.wrd|TIMIT/TRAIN/DR1/MMGG0/SI2339.phn|TIMIT/TRAIN/DR1/MMGG0/SI2339.txt|M|New England|25|05/08/86|06/30/60|187.96|WHT|MS |Gosh, the house does look like a morgue,|0|37069
sa1|MGK0|TRN|TIMIT/TRAIN/DR6/MABC0/SA1.wav|TIMIT/TRAIN/DR6/MABC0/SA1.wrd|TIMIT/TRAIN/DR6/MABC0/SA1.phn|TIMIT/TRAIN/DR6/MABC0/SA1.txt|M|Northern|22|02/20/86|11/16/63|187.96|WHT|BS |She had your dark suit in greasy wash water all|0|43418
sa2|MGK0|TRN|TIMIT/TRAIN/DR6/MABC0/SA2.wav|TIMIT/TRAIN/DR6/MABC0/SA2.wrd|TIMIT/TRAIN/DR6/MABC0/SA2.phn|TIMIT/TRAIN/DR6/MABC0/SA2.txt|M|Northern|22|02/20/86|11/16/63|187.96|WHT|BS |Don't ask me to carry an oily rag like|0|35840
